name;id;bearer;reigning;question;tu_question;fr_question;es_question;jp_question;ko_question;sc_question;tc_question;de_question;ru_question;it_question;bp_question;override_yes;tu_override_yes;fr_override_yes;es_override_yes;jp_override_yes;ko_override_yes;sc_override_yes;tc_override_yes;de_override_yes;ru_override_yes;it_override_yes;bp_override_yes;answer_yes;tu_answer_yes;fr_answer_yes;es_answer_yes;jp_answer_yes;ko_answer_yes;sc_answer_yes;tc_answer_yes;de_answer_yes;ru_answer_yes;it_answer_yes;bp_answer_yes;override_no;tu_override_no;fr_override_no;es_override_no;jp_override_no;ko_override_no;sc_override_no;tc_override_no;de_override_no;ru_override_no;it_override_no;bp_override_no;answer_no;tu_answer_no;fr_answer_no;es_answer_no;jp_answer_no;ko_answer_no;sc_answer_no;tc_answer_no;de_answer_no;ru_answer_no;it_answer_no;bp_answer_no;vide
_;40;goldcloak>helmet;daenerys;Forgive the interruption, Your Grace, but a mob is gathering outside the Keep!;;Pardonnez cette intrusion, Majesté, mais une foule est en train de se réunir devant le Donjon.;¡Disculpad la interrupción,  Alteza, pero una multitud está reunida a las puertas de la Fortaleza!;突然の無礼をお許しください、陛下。+民衆が城の周りに集まっています！;방해해서 죄송합니다만, 폐하. 성 밖에 군중이 모여있습니다!;恕我打扰，陛下，+一群民众正在红堡外集结！;恕我打擾，陛下，+一群民眾正在紅堡外集結！;Verzeiht die Störung, Euer Gnaden, aber eine Menschenmenge versammelt sich vor dem Bergfried!;Простите мне мое вторжение, Ваша Светлость, но у ворот замка собирается толпа!;Perdonate l'intrusione, Vostra Grazia, ma una folla si sta radunando fuori dalla Fortezza!;Perdoe-me pela interrupção, Majestade, mas há uma multidão reunida do lado de fora do Forte!;Disperse them;;Chassez-les;Dispersadlos;民を追い払う;해산시켜라;驱散他们;驅散他們;Zerstreut sie;Разгоните их;Disperdetela;Disperse-os;;;;;;;;;;;;;What do they want?;;Que veulent-ils ?;¿Qué quieren?;彼らの望みは？;무엇을 요구하지?;他们想干什么？;他們想幹什麼？;Was will sie?;Чего они хотят?;Che cosa vogliono?;O que eles querem?;;;;;;;;;;;;;
_;41;tyrion;daenerys;Shall we step outside and ask them? Let's adjourn the small council.;;Pourquoi ne pas reporter ce Conseil restreint et aller le leur demander ?;¿Salgamos a preguntarles? Aplacemos el consejo privado.;外へ出て話を聞いてみては？+小評議会は一時散会としよう。;밖에 나가서 물어볼까요? 소의회를 휴장합시다.;去问问如何？+御前会议暂时休会吧;去問問如何？+御前會議暫時休會吧;Sollen wir hinausgehen und sie fragen? Lasst uns den Kleinen Rat vertagen.;Может, нам стоит выйти к ним и спросить? Думаю, собрание можно считать оконченным.;Forse dovremmo uscire e chiederglielo. Rimandiamo il Concilio Ristretto.;Deseja ir até lá perguntar a eles? O pequeno conselho será suspenso.;;;;;;;;;;;;;<i>You go to the gates to meet the crowd.</i>;;<i>Vous sortez à la rencontre de la foule.</i>;<i>Vas a las puertas para encontrarte con la multitud.</i>;<i>城門へ出て民衆に顔を出す。</i>;<i>당신은 군중을 보러 나갔습니다.</i>;<i>你来到城门处与民众见面</i>;<i>你來到城門處與民眾見面</i>;<i>Ihr begebt Euch zum Tor und sprecht mit der Menge.</i>;<i>Вы отправляетесь к воротам, чтобы встретиться с толпой.</i>;<i>Andate all'ingresso a incontrare la folla.</i>;<i>Vocês vão até os portões, onde a multidão se encontra.</i>;No, send the Gold Cloaks;;Non, envoyez les Manteaux d'or;No, envía a los Capas Doradas;いえ、金マントを送りなさい;아니, 황금 망토를 보내라;不用，派金袍卫士们去;不用，派金袍衛士們去;Nein, schickt die Goldröcke;Нет, отправьте золотых плащей;No, mandate le Cappe Dorate;Não, envie os Mantos Dourados;;;;;;;;;;;;;
_squashbugs;42;tyrion;daenerys;If you try to exterminate ants with wildfire, you might burn the castle down around you.;;En essayant d'exterminer des fourmis en les brûlant avec le feu grégeois, vous risquez de mettre le feu au château.;Si intentáis exterminar hormigas con fuego valyrio, acabaréis quemando el castillo con vos dentro.;アリを炎素で焼こうとすれば、+あなたも城も一緒に+燃えてしまうだろう。;빈대를 잡다가 초가삼간 태우는 법입니다.;这样做无异于用野火焚林灭蚁，+最终可能让整个王城付之一炬;這樣做無異於用野火焚林滅蟻，+最終可能讓整個王城付之一炬;Wenn Ihr versucht, Ameisen mit Seefeuer zu vernichten, könntet Ihr die Burg um Euch herum niederbrennen.;Вытравить муравьев и с помощью пожара возможно, но огонь может охватить весь замок.;Se provate a sterminare le formiche con l'Altofuoco, rischiate di incenerire il vostro stesso castello.;Se você exterminar formigas com fogo selvagem, acabará incendiando todo castelo.;You're right;;Vous avez raison;Tenéis razón;確かにそうね;네 말이 옳다;说得对;說得對;Ihr habt Recht;Твоя правда;Avete ragione;Tem razão;<i>You go to the gates to meet the crowd.</i>;;<i>Vous sortez à la rencontre de la foule.</i>;<i>Vas a las puertas para encontrarte con la multitud.</i>;<i>城門へ出て民衆に顔を出す。</i>;<i>당신은 군중을 보기 위해 문으로 나섭니다.</i>;<i>你来到城门处与民众见面</i>;<i>你來到城門處與民眾見面</i>;<i>Ihr begebt Euch zum Tor und sprecht mit der Menge.</i>;<i>Вы отправляетесь к воротам, чтобы встретиться с толпой.</i>;<i>Andate all'ingresso a incontrare la folla.</i>;<i>Vocês vão até os portões, onde a multidão se encontra.</i>;I insist;;J'insiste;Insisto;でもやるわ;시키는 대로 해라;我意已决;我意已決;Ich bestehe darauf;Я настаиваю;Insisto;Eu insisto;;;;;;;;;;;;;
_meetpoor;43;crowd;daenerys;PRAISE DAENERYS! PRAISE DAENERYS ON HER NAME DAY!;;LONGUE VIE À DAENERYS ! LONGUE VIE À DAENERYS ! JOYEUX ANNIVERSAIRE !;¡VIVA DAENERYS! ¡VIVA DAENERYS EN EL DÍA DE SU SANTO!;デナーリス女王陛下万歳！+今日は陛下の命名日だ！;대너리스를 찬양하라! 대너리스의 영명 축일을 찬양하라!;赞美丹妮莉丝！+祝丹妮莉丝女王命名日快乐！;讚美丹妮莉絲！+祝丹妮莉絲女王命名日快樂！;GEPRIESEN SEI DAENERYS! GEPRIESEN SEI DAENERYS AN IHREM NAMENSTAG!;СЛАВЬСЯ, ДЕЙНЕРИС! ВОССЛАВИМ ДЕЙНЕРИС В ЕЕ ИМЕНИНЫ!;VIVA DAENERYS! VIVA DAENERYS E IL SUO GIORNO DEL NOME!;LOUVADA SEJA DAENERYS! LOUVADA SEJA DAENERYS NO DIA DE SEU NOME!;<i>Wave and smile</i>;;<i>Saluer en souriant</i>;<i>Saludas y sonríes</i>;<i>手を振って笑顔で返す</i>;<i>손을 흔들고 웃는다</i>;<i>挥手微笑</i>;<i>揮手微笑</i>;<i>Winken und lächeln</i>;<i>Помахать и улыбнуться</i>;<i>Salutate e sorridete</i>;<i>Acenar e sorrir</i>;;;;;;;;;;;;;<i>Calm the mob</i>;;<i>Calmer la foule</i>;<i>Tranquilizas a la multitud</i>;<i>民を落ち着かせる</i>;<i>군중을 진정시킨다</i>;<i>安抚激动的人们</i>;<i>安撫激動的人們</i>;<i>Die Menge beruhigen</i>;<i>Успокоить толпу</i>;<i>Calmate la folla</i>;<i>Acalmar a multidão</i>;;;;;;;;;;;;;
_;44;tyrion;daenerys;If we must have a mob at our gates, I suppose this is the best sort. Happy Nameday, Daenerys Stormborn.;;Si seulement toutes les émeutes pouvaient ressembler à celle-ci... Joyeux anniversaire, Daenerys du Typhon.;Puestos a tener una muchedumbre a las puertas, supongo que esta es la mejor posible. Feliz día de vuestro santo, Daenerys Stormborn.;このような形で集まるのは良いことだな。+デナーリス・ストームボーン、+命名日おめでとう。;군중이 필요할 때란 바로 이런 때겠죠. 영명 축일을 축하드립니다, 대너리스 스톰본 폐하.;如果无论如何都会有人堵着大门的话，+这群人应该还算可以+命名日快乐，风暴降生丹妮莉丝;如果無論如何都會有人堵著大門的話，+這群人應該還算可以+命名日快樂，風暴降生丹妮莉絲;Wenn wir schon eine Menge vor dem Tor haben müssen, ist das wohl die beste Form. Alles Gute zum Namenstag, Daenerys Sturmtochter.;Если толпы у ворот не избежать, то уж лучше она будет такая, я полагаю. С именинами Вас, Дейнерис Бурерожденная.;Meglio avere folle di questo tipo alle porte, piuttosto che altre. Felice Giorno del Nome, Daenerys, Nata dalla Tempesta.;Bem, parece que a multidão em nossos portões veio com boas intenções. Feliz Dia de Seu Nome, Daenerys Nascida da Tormenta.;Thank you;;Merci;Gracias;ありがとう;고맙다;谢谢;謝謝;Vielen Dank;Благодарю тебя;Grazie;Obrigada;;;;;;;;;;;;;Don't be foolish;;Ne soyez pas stupide;No seáis ridículo;バカなこと言わないで;바보 같은 소리 마;别犯傻了;別傻了;Seid nicht albern;Прекрати этот фарс;Non dite idiozie;Não seja tolo;;;;;;;;;;;;;
_end_first;1478;maester;daenerys;My Queen! Forgive the sudden interruption, but we've received two urgent ravens. One is from the Wall, the other from Meereen!;;Majesté ! Pardonnez cette irruption, mais nous venons de recevoir deux corbeaux urgents. L'un vient du Mur, l'autre de Meereen !;Mi Reina, disculpad la repentina interrupción pero hemos recibido dos cuervos urgentes. Uno de ellos viene del Muro, el otro de Meereen.;女王陛下！ 突然で申し訳ありませんが、+急ぎのカラスが2匹到着しました。+片方は壁から、+もう片方はミーリーンからです！;여왕 폐하! 갑자기 방해해서 죄송합니다만, 급보가 두 개 들어왔습니다. 하나는 장벽에서 왔고 다른 하나는 미린에서 왔습니다!;女王大人！恕我冒犯，+但我们收到了两封紧急的渡鸦传书+一封来自长城，一封来自弥林！;女王大人！恕我冒犯，+但我們收到了兩封緊急的渡鴉傳書+一封來自長城，一封來自彌林！;Meine Königin! Verzeiht die Störung, aber zwei dringliche Raben sind eingetroffen. Einer von der Mauer, der andere aus Meereen!;Моя королева! Простите мне мое вторжение, к нам прибыли два ворона со срочными посланиями со Стены и из Миэрина!;Mia Regina! Perdonate l'intrusione ma sono arrivati due corvi con messaggi urgenti. Uno dalla Barriera, l'altro da Meereen!;Minha rainha! Perdoe a súbita interrupção, mas recebemos dois corvos urgentes. Um veio da Muralha, e o outro de Meereen!;The Wall? Jon!;;Du Mur ? Jon !;¿Del Muro? ¡Jon!;壁から？+ジョンなの！;장벽이라고? 존!;长城？琼恩！;長城？瓊恩！;Die Mauer? Jon!;Со Стены? Джон!;La Barriera? Jon!;Da Muralha? Jon!;;;;;;;;;;;;;Meereen?;;Meereen ?;¿De Meereen?;ミーリーンから？;미린?;弥林？;彌林？;Meereen?;Миэрин?;Meereen?;Meereen?;;;;;;;;;;;;;
_;1479;hand;daenerys;Having read the messages, I must implore you to calm your dragon blood, not to act in haste...;;J'ai lu les missives et je vous conjure de rester calme et de ne pas prendre de décision hâtive...;Tras leer los mensajes, he de imploraros para que calméis vuestra sangre de dragón, y no actuéis de forma precipitada...;伝言を読みましたが、+軽率な判断をなさらぬよう、+先にあなたのドラゴンの血を+落ち着かせるのです…;부디 폐하의 드래곤의 피를 진정하시고 편지를 읽으시길 바랍니다. 서두르지 말아주세요...;我读过信了，+请您务必平复激愤的龙之血液，+切莫冲动行事…;我讀過信了，+請您務必平復激憤的龍之血液，+切莫衝動行事…;Ich habe die Nachrichten gelesen und muss Euch bitten, Euer Drachenblut zu beruhigen, nicht übereilt zu handeln ...;Я успел прочесть послания и должен предостеречь Вас от следования зову драконьей крови и поспешных действий...;Dopo aver letto i messaggi, devo implorarvi di tenere a freno il vostro ardore di drago e di non agire affrettatamente...;Depois de ler as mensagens, devo implorar que controle seu sangue de dragão e não aja de forma impetuosa...;Let me read them;;Montrez-les-moi;Dejadme leerlos;伝言を読ませて;어디 읽어보자;让我看看;讓我看看;Lasst mich sie lesen;Я хочу прочесть их;Fatemeli leggere;Deixe-me ler;;;;;;;;;;;;;Silence!;;Taisez-vous !;¡Que os calléis!;うるさい！;조용!;给我闭嘴！;給我閉嘴！;Schweigt!;Молчать!;Silenzio!;Cale-se!;;;;;;;;;;;;;
_message1;1480;raven;daenerys;<i>Jon Snow is missing beyond the Wall with half of our rangers. We have seen the Dead. Send help. -- Samwell Tarly</i>;;<i>Jon Snow a disparu au-delà du Mur avec la moitié de nos patrouilleurs. Nous avons vu les morts. Envoyez des renforts -- Samwell Tarly</i>;<i>Jon Nieve ha desaparecido al otro lado del Muro con la mitad de nuestros exploradores. Hemos visto a los Muertos. Enviad ayuda. -- Samwell Tarly</i>;<i>哨士隊の半数と共に、+ジョン・スノウが壁の向こう側で+行方不明になった。+亡者を目撃した。救援を求む。+ -- サムウェル・ターリー</i>;<i>존 스노우가 장벽에서 우리 레인저 절반을 이끌다 실종되었습니다. 망자들을 보았으니 도움을 요청합니다. -- 샘웰 탈리</i>;<i>琼恩雪诺带领半数游骑兵出境未归，+下落不明。已目击尸鬼。求助。+—山姆威尔·塔利</i>;<i>瓊恩雪諾帶領半數遊騎兵出境未歸，+下落不明。已目擊屍鬼。求助。+—山姆威爾·塔利</i>;<i>Jon Schnee wird mit der Hälfte der Grenzer jenseits der Mauer vermisst. Wir haben die Toten gesehen. Schickt Hilfe. -- Samwell Tarly</i>;<i>Джон Сноу и половина наших разведчиков сгинули за Стеной. Мертвецы уже близко. Помогите нам. -- Сэмвелл Тарли</i>;<i>Jon Snow e metà dei nostri ranger sono scomparsi al di là della Barriera. Abbiamo visto i Morti. Mandate aiuti. -- Samwell Tarly</i>;<i>Jon Snow está desaparecido além da Muralha com metade de nossos patrulheiros. Nós vimos os Mortos. Envie ajuda. -- Samwell Tarly</i>;I need to go;;Je dois y aller;Tengo que ir;行かなければ;가봐야겠다;我得去一趟;我得去一趟;Ich muss aufbrechen;Мне нужно идти;Devo andare;Tenho que ir;;;;;;;;;;;;;The fool;;L'imbécile;El idiota;おろかね;멍청하긴;这个笨蛋;這個笨蛋;Dieser Narr;Глупец;Idiota;Aquele tolo;;;;;;;;;;;;;
_message1;1481;raven;daenerys;<i>My Queen, Meereen has fallen. Traitors pound on the door as I write this. Will show them my finest hospitality. -- Daario Naharis</i>;;<i>Meereen est tombée. Des traîtres sont à ma porte alors que j'écris ces mots. Je sais comment les recevoir. -- Daario Naharis</i>;<i>Mi Reina, Meereen ha caído. Los traidores aporrean la puerta mientras escribo estas palabras. Les mostraré mi mejor hospitalidad. -- Daario Naharis</i>;<i>ミーリーンが倒れました。+今、裏切り者が戸口を叩いています。+これからヤツらを手厚く歓迎してやりますよ。 + -- ダーリオ・ナハーリス</i>;<i>여왕 폐하, 미린이 무너졌습니다. 이 편지를 쓰고 있는 와중에도 배신자들이 문을 두드리고 있습니다. 그들에게 제 용맹함을 보여주겠습니다. -- 다리오 나하리스</i>;<i>女王大人，弥林失守。+写信之际门外正有叛徒砸门。+我将以最大的热情款待他们。+——达里奥·纳哈里斯</i>;<i>女王大人，彌林失守。+寫信之際門外正有叛徒砸門。+我將以最大的熱情款待他們。+——達里奧·納哈里斯</i>;<i>Meereen ist gefallen. In diesem Augenblick hämmern Verräter ans Tor. Werde ihnen beste Gastfreundschaft erweisen. -- Daario Naharis</i>;<i>Миэрин пал, моя королева. Я пишу это послание, а враг стучит в дверь. Стоит показать им наше гостеприимство. -- Даарио Нахарис</i>;<i>Mia Regina, Meereen è caduta. I traditori sono alle porte. Riserverò loro un caldo benvenuto. -- Daario Naharis</i>;<i>Minha rainha, Meereen foi tomada. Os traidores estão tentando entrar aqui. Darei a eles uma calorosa recepção. -- Daario Naharis</i>;Meereen!;;Meereen !;¡Meereen!;ミーリーン！;미린!;弥林！;彌林！;Meereen!;Миэрин!;Meereen!;Meereen!;;;;;;;;;;;;;The fool;;L'imbécile;El idiota;おろかね;멍청하긴;这个笨蛋;這個笨蛋;Dieser Narr;Глупец;Idiota;Aquele tolo;;;;;;;;;;;;;
_message1;1482;drogon>open&yes;daenerys;<i>You steal through the darkness along a narrow passageway beneath the black cells.</i>;;<i>Vous empruntez un corridor étroit et obscur qui passe sous les cellules noires.</i>;<i>Te escabulles a través de un oscuro y largo pasaje bajo las celdas negras.</i>;<i>影を縫うように、暗黒房の+下にある細道を進んでいく。</i>;<i>당신은 검은 감옥 밑 좁은 길목 속 어둠을 조심스레 헤쳐나갑니다.</i>;<i>在黑暗中，你沿着黑牢地下的+狭窄通道隐匿前行</i>;<i>在黑暗中，你沿著黑牢地下的+狹窄通道隱匿前行</i>;<i>Ihr schleicht Euch in einem schmalen Gang hinter den schwarzen Zellen durchs Dunkel.</i>;<i>Вы крадетесь по узкому, неосвещенному проходу, что скрыт под камерами темницы.</i>;<i>Percorrete furtivamente uno scuro e stretto passaggio sotto le celle nere.</i>;<i>Você atravessa a escuridão por um corredor estreito abaixo das celas negras.</i>;DRACARYS!;;DRACARYS !;¡DRACARYS!;ドラカリス！;드라카리스!;龙焰！;龍焰！;DRACARYS!;ДРАКАРИС!;DRACARYS!;DRACARYS!;<i>Something stirs inside Drogon! At your urgent command, he breaths a column of flame, destroying his chains.</i>;;<i>Drogon s'éveille lentement. Entendant votre ordre, il crache une colonne de feu qui consume ses chaînes.</i>;<i>¡Drogon se agita interiormente! A una orden tuya, exhala una columna de llamas que destruye sus cadenas.</i>;<i>ドロゴンの内に秘める+何かが奮い起こされた！+あなたの切迫した命に従い、+ドロゴンは炎を吹いて+自身を縛る鎖を焼ききった。</i>;<i>무언가가 드로곤의 속을 휘젓습니다! 당신의 긴박한 명령에, 드로곤은 불기둥을 내뿜어 속박을 풀어냅니다.</i>;<i>卓耿体内暗潮汹涌！+你一声令下，他吐出一股火柱，+摧毁了他的镣铐</i>;<i>卓耿體內暗潮洶湧！+你一聲令下，他吐出一股火柱，+摧毀了他的鐐銬</i>;<i>Etwas regt sich in Drogon! Auf Euren dringlichen Befehl hin speit er eine Feuersäule und zerstört seine Ketten.</i>;<i>Что-то всколыхнулось внутри Дрогона! По вашей команде он выпускает столп огня, испепеляя свои оковы.</i>;<i>Qualcosa si muove dentro Drogon! Al vostro comando, il drago sputa un fiume di fiamme, distruggendo le sue catene.</i>;<i>Algo desperta dentro de Drogon! Obedecendo seu urgente comando, ele sopra uma coluna de chamas, destruindo as correntes que o prendiam.</i>;Drogon!;;Drogon !;¡Drogon!;ドロゴン！;드로곤!;卓耿！;卓耿！;Drogon!;Дрогон!;Drogon!;Drogon!;<i>The dragon doesn't wake up.</i>;;<i>Le dragon ne se réveille pas.</i>;<i>El dragón no se despierta.</i>;<i>ドラゴンは目を覚まさない。</i>;<i>드래곤은 깨어나지 않습니다.</i>;<i>巨龙并未醒来</i>;<i>巨龍並未醒來</i>;<i>Der Drache wacht nicht auf.</i>;<i>Дракон все еще спит.</i>;<i>Il drago non si risveglia.</i>;<i>O dragão não acorda.</i>;
_;1483;hand;daenerys;No, stay! Please stay! Oh, you mad Dragon Queen, will you not heed my advice? If anything were to happen to you...;;Non, ne partez pas ! Je vous en conjure ! Mon inconsciente reine, écoutez-moi ! Si jamais il vous arrivait quelque chose...;¡No, quedaos, por favor! Oh, loca Reina de los Dragones, ¿escucharéis mi consejo alguna vez? Si algo os llegase a suceder...;お願いですから、行かないでください！+狂えるドラゴンの女王よ、どうかお聞きを！+あなたに何かありましたら…;안 돼! 멈춰주십시오! 아, 성난 드래곤의 여왕이시여, 제 간청을 듣지 않으시는 겁니까? 만일 여왕 폐하께 무슨 일이라도 생긴다면...;不，别走！求您留下！+哎，你真是个疯龙女王，从来就不听我的劝解！+万一你要是出了什么事…;不，別走！求您留下！+哎，你真是個瘋龍女王，從來就不聽我的勸解！+萬一你要是出了什麼事…;Nein, bleibt! Bitte bleibt! Oh, Ihr verrückte Drachenkönigin, hört Ihr nicht auf meinen Rat? Wenn Euch etwas zustößt ...;Нет, останьтесь! Прошу, останьтесь! Ох, безумная Королева драконов, неужели Вы не послушаетесь меня? Если что-то случится с Вами...;No, vi prego, rimanete! Folle Regina dei Draghi, ascoltate il mio consiglio. Se dovesse succedervi qualcosa...;Não, fique! Por favor! Ah, impetuosa Rainha dos Dragões, poderia me dar ouvidos? Se algo acontecer a você...;I will be back;;Il ne m'arrivera rien;Volveré;すぐ戻るわ;돌아오겠다;我会回来的;我會回來的;Ich komme zurück;Я вернусь;Tornerò;Eu voltarei;;;;;;;;;;;;;I don't have a choice;;Je n'ai pas le choix;No tengo elección;こうするしかない;달리 선택이 없다;我别无选择;我別無選擇;Ich habe keine Wahl;У меня нет выбора;Non ho scelta;Não tenho escolha;;;;;;;;;;;;;
_;1484;hand;daenerys;At least tell me, where are you going?;;Dites-moi au moins où vous vous rendez !;¡Al menos decidme a dónde váis!;少なくとも、どこへ行かれるか+教えてくださいますか？;적어도 어딜 가시는지 말씀해주십시오.;那请至少告诉我，你要去哪？;那請至少告訴我，你要去哪？;Sagt Ihr mir wenigstens, wohin Ihr aufbrecht?;Хотя бы скажите мне, куда Вы отправляетесь?;Almeno, ditemi: dove siete diretta?;Pelo menos diga-me, aonde vai?;To the Wall;;Au Mur;Al Muro;壁へ;장벽으로 간다;去长城;去長城;Zur Mauer;На Стену;Alla Barriera;Para a Muralha;;;;;;;;;;;;;To Meereen;;À Meereen;A Meereen;ミーリーンのもとへ;미린으로 간다;去弥林;去彌林;Nach Meereen;В Миэрин;A Meereen;Para Meereen;;;;;;;;;;;;;
_;62;end>daenerys;daenerys;<i>The Mother of Dragons never returned to King's Landing.</i>;;<i>La Mère des Dragons n'est jamais revenue à Port-Réal.</i>;<i>La Madre de Dragones nunca regresó a Desembarco del Rey.</i>;<i>ドラゴンの母は、+キングズ・ランディングへ+戻ることはなかった。</i>;<i>드래곤의 어머니는 킹스랜딩으로 다신 돌아오지 않았습니다.</i>;<i>龙之母再也没有回到君临城</i>;<i>龍之母再也沒有回到君臨城</i>;<i>Die Mutter der Drachen kehrt nie nach Königsmund zurück.</i>;<i>Мать драконов навсегда покинула Королевскую Гавань.</i>;<i>La Madre dei Draghi non fece più ritorno ad Approdo del Re.</i>;<i>A Mãe dos Dragões nunca retornou para Porto Real.</i>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1126;daenerys;jon;The crown suits you.;;Vous portez bien la couronne.;La corona os sienta bien.;あなたは王座にお似合いね。;왕관이 잘 어울리네.;皇冠在你头上正合适;皇冠在你頭上很合適;Die Krone steht Euch.;Корона идет тебе.;La corona vi dona.;A coroa lhe cai bem.;It is yours if you want it;;Je vous la cède bien volontiers;Vuestra es... si la queréis;望むなら返そう;원한다면 가져도 돼;你要的话随时拿走;你要的話隨時拿走;Sie ist Euer, wenn Ihr wollt;Можешь забрать ее, если хочешь;È vostra, se la volete;Ela é sua, se quiser;;;;;;;;;;;;;Where have you been?;;Où étiez-vous ?;¿Dónde habéis estado?;どこへ行ってた？;그동안 어디에 있었어?;你去哪了？;你去哪了？;Wo seid Ihr gewesen?;Где ты была?;Dove siete stata?;Onde você esteve?;;;;;;;;;;;;;
_;1127;daenerys;jon;It was your destiny. I have an empire to build in Essos, an empire of free cities allied with the Dothraki.;;C'est votre destinée. J'ai un empire à bâtir à Essos, un empire regroupant les cités libres alliées des Dothrakis.;Era vuestro destino. Tengo un imperio que construir en Essos, un imperio de ciudades libres aliadas con los Dothraki.;それがあなたの運命なのよ。+私はエッソスに帝国を築く。+ドスラク人と同盟を結んだ、+自由都市の帝国をね。;왕좌는 네 운명이야. 난 에소스에 제국을 건설해야 해. 도트라키와 연합한 자유도시의 제국을 말이지.;这是你的宿命+我将在厄斯索斯建立帝国，+还会与多斯拉克人结盟，+那将是个自由的帝国;這是你的宿命+我將在厄斯索斯建立帝國，+還會與多斯拉克人結盟，+那將是個自由的帝國;Sie war Eure Bestimmung. Ich habe in Essos ein Reich aufzubauen, ein Reich aus freien, mit den Dothraki verbündeten Städten.;Это твое предназначение. Мои люди в Эссосе, моя империя свободных городов и армия дотракийцев.;Era scritto nel vostro destino. Io ho un impero da forgiare a Essos, un impero di città libere alleate con i Dothraki.;Era o seu destino. Tenho um império para construir em Essos, um império de cidades livres, em aliança com os Dothraki.;I need you;;J'ai besoin de vous;Os necesito;離れないでくれ;네가 필요해;我需要你;我需要你;Ich brauche Euch;Ты нужна мне;Ho bisogno di voi;Eu preciso de você;;;;;;;;;;;;;Then go;;Alors partez;Entonces, marchaos;なら行くんだ;그렇다면 가;那你走吧;那你走吧;Dann geht;Тогда ступай;Allora andate;Então vá;<i>Without any more word spoken between you, Daenerys leaves King's Landing that night.</i>;;<i>Sans un mot d'adieu, Daenerys quitte Port-Réal le soir même.</i>;<i>Sin mediar más palabra, Daenerys abandona Desembarco del Rey esa misma noche.</i>;<i>デナーリスとあなたの間で+これ以上の言葉が交わされることはなく、+彼女はその晩に+キングズ・ランディングを去った。</i>;<i>더 이상의 말 없이, 대너리스는 그날 밤 킹스랜딩을 떠납니다.</i>;<i>你们之间再无多言，+丹妮莉丝当晚就离开了君临</i>;<i>你們之間再無多言，+丹妮莉絲當晚就離開了君臨</i>;<i>Ohne, dass ein weiteres Wort zwischen Euch gewechselt wird, verlässt Daenerys Königsmund in dieser Nacht.</i>;<i>И, не сказав более ни слова, той же ночью Дейнерис покинула Королевскую Гавань.</i>;<i>Senza scambiare altre parole, Daenerys lascia Approdo del Re quella notte stessa.</i>;<i>Sem dizerem mais nada um ao outro, Daenerys deixou Porto Real naquela noite.</i>;
