id;en;tu;fr;es;jp;ko;sc;tc;de;ru;it;bp;
zodiac_taurus;Queen <new_queen> steps in to rule a divided land, with polarized expectations resting upon her.;Kraliçe <new_queen> parçalanmış toprakları yönetmek için devreye giriyor, ondan farklı uçlarda beklentiler var.;La Reine <new_queen> s'apprête à régner sur un pays divisé, aux aspirations contradictoires.;La Reina <new_queen> llega para reinar una tierra dividida, con diversas expectativas forjándose sobre ella.;国家の分裂を食い止めるべく、+女王<new_queen>が即位。+その双肩には両極端な期待が+重くのしかかっていた。;<new_queen> 여왕은 나라의 흥망성쇠에 대한 양극화된 여론 아래 나눠진 땅을 다스리기 위한 제위에 올랐습니다.;<new_queen>王后+继位后要统治一个分裂的国家+人们对她的期待两极分化;<new_queen>王后+繼位後要統治一個分裂的國家+人們對她的期待兩極分化;Königin <new_queen> tritt die Herrschaft über ein geteiltes Land an. Auf ihr ruhen gegensätzliche Erwartungen.;Королева <new_queen> пришла к власти в разобщенной стране, и все возлагают на нее совершенно разные надежды.;La Regina <new_queen> subentra al trono di una terra divisa: su di lei pesano aspettative che spaccano in due l'opinione pubblica.;A rainha <new_queen> entra em cena para governar um reino dividido, com expectativas polarizadas com relação a ela.;
zodiac_leo;Queen <new_queen> takes the throne to high acclaim. Legends of her beauty eclipse all news.;Kraliçe <new_queen> çok beğenilerek tahta geçiyor. Güzelliğinin efsaneleri tüm haberlerin önüne geçiyor.;La Reine <new_queen> monte sur le trône sous les acclamations du peuple. Sa beauté légendaire éclipse tout commentaire malveillant.;La Reina <new_queen> toma el trono bajo una ovación. Las leyendas acerca de su belleza inundan las calles.;大きな賞賛に迎えられ、新女王の+<new_queen>が即位。+絶世の美女として話題をさらった。;<new_queen> 여왕은 찬사와 함께 왕위에 오릅니다. 여왕의 미모가 화제입니다.;<new_queen>王后+在一片欢呼声中走上王座+有关她美貌的传说已经传遍了大街小巷;<new_queen>王后+在一片歡呼聲中走上王座+有關她美貌的傳說已經傳遍了大街小巷;Königin <new_queen> besteigt den Thron unter großem Jubel. Ihre legendäre Schönheit überstrahlt alle Berichte.;Королева <new_queen> восходит на трон под возгласы одобрения. В мире слагают легенды о ее красоте.;La Regina <new_queen> sale al trono tra il plauso generale. Le leggende sulla sua bellezza eclissano qualsiasi altra notizia.;A rainha <new_queen> sobe ao trono com grande aclamação. As lendas sobre a sua beleza tomam conta das notícias.;
zodiac_gemini;Queen <new_queen> starts her reign in a time of great class tension. Her coronation is resented.;Kraliçe <new_queen> yönetimine büyük bir sınıf gerilimi zamanında başlıyor. Taç giyme törenine kızılıyor.;La Reine <new_queen> entame son règne durant de fortes tensions sociales. Son couronnement est fortement décrié.;El reinado de <new_queen> comienza en una época muy convulsa. Su coronación se resiente.;階級闘争の火種がくすぶる中、+女王<new_queen>の+治世が始動。反感をもって迎えられた。;<new_queen> 여왕은 귀족들 간에 긴장이 최고조에 달했을 때 왕위에 오릅니다. 대관식은 생략되었습니다.;<new_queen>王后+继位于阶级矛盾激化的时期+登基大典氤氲着怨念;<new_queen>王后+繼位於階級爭鬥的緊張時期+登基大典瀰漫著怨念;Die Herrschaft von Königin <new_queen> beginnt in einer Zeit großer Spannungen im Volk. Viele lehnen ihre Krönung ab.;Королева <new_queen> начинает правление во времена классового напряжения. Ее коронация возмущает народ.;Il regno della Regina <new_queen> comincia in un periodo di forti conflitti di classe. La sua incoronazione non è gradita.;A rainha <new_queen> começa o reinado num momento de grande tensão social. Sua coroação é vista com maus olhos.;
zodiac_virgo;Queen <new_queen> takes the throne following a long drought that has thrown the economy into chaos.;Kraliçe <new_queen>, ekonomiyi kaosa sürükleyen uzun bir kuraklığın ardından tahta çıkıyor.;La Reine <new_queen> accède au trône à la suite d'une longue sécheresse qui a ruiné le pays.;La Reina <new_queen> toma el trono justo después de una sequía que ha dejado la economía por los suelos.;長い干ばつが国家経済の+大混乱を招いたのち、女王+<new_queen>が即位した。;<new_queen> 여왕의 즉위와 함께 이어진 긴 가뭄은 경제를 혼란에 빠뜨렸습니다.;<new_queen>王后+继位于一场大旱之时+国家经济陷入混沌;<new_queen>王后+繼位於一場大旱之時+國家經濟陷入混沌;Königin <new_queen> übernimmt den Thron nach einer langen Dürre, welche die Wirtschaft ins Chaos gestürzt hat.;Королева <new_queen> восходит на трон после долгой засухи, ввергнувшей экономику страны в хаос.;La Regina <new_queen> sale al trono dopo una lunga siccità che ha messo in ginocchio l'economia.;A rainha <new_queen> sobe ao trono após uma longa seca que provocou o caos na economia.;
zodiac_libra;Queen <new_queen>'s marriage celebration brings a period of national anxiety to a close.;Kraliçe <new_queen>'in evlilik kutlaması, ulusal bir endişe dönemini sona erdiriyor.;La célébration du mariage de la Reine <new_queen> apaise les angoisses du pays.;Las celebraciones de boda de la Reina <new_queen> ponen cierre a un periodo de ansiedad nacional.;女王<new_queen>の+結婚の儀によって、国内に広がる+厭世感はしばし解消された。;<new_queen> 여왕의 결혼행사로 잠시나마 국가의 근심이 덜어졌습니다.;<new_queen>王后+的婚礼庆典平抚了+一段时间以来国内的不安情绪;<new_queen>王后+的婚禮慶典+撫平了這段時期國內的不安情緒;Die Hochzeitsfeierlichkeiten von Königin <new_queen> beenden eine Periode nationaler Befürchtungen.;Королева <new_queen> вступает в брак, и свадебная церемония помогает народу забыть о тревогах.;La celebrazione del matrimonio della Regina <new_queen> mette fine a un periodo di fibrillazione a livello nazionale.;A cerimônia de casamento da rainha <new_queen> coloca um ponto final num período de grande ansiedade nacional.;
zodiac_scorpio;Queen <new_queen> faces an enormous challenge, with religious clashes at their boiling point.;Kraliçe <new_queen>, dini çatışmalar kaynama noktasına geldiğinden büyük bir zorlukla yüzleşiyor.;La Reine <new_queen> doit affronter un défi de taille : apaiser les conflits religieux exacerbés.;La Reina <new_queen> se enfrenta a un desafío enorme, con candentes enfrentamientos religiosos.;宗教的対立が沸点に達する中、+女王<new_queen>が即位。+多くの試練と向き合うことになった。;<new_queen> 여왕은 종교로 인한 분쟁이 폭발하기 직전에 즉위했습니다.;<new_queen>王后+面临严峻的挑战+宗教冲突一触即发;<new_queen>王后+面臨嚴峻的挑戰+宗教衝突一觸即發;Königin <new_queen> steht vor gewaltigen Herausforderungen, da religiöse Konflikte ihren Siedepunkt erreichen.;Королева <new_queen> сталкивается со сложной задачей: религиозные разногласия в стране достигли точки кипения.;La Regina <new_queen> deve affrontare una sfida enorme a causa degli accesi scontri religiosi.;A rainha <new_queen> enfrenta um enorme desafio, com conflitos religiosos prestes a chegar a um ponto de ebulição.;
zodiac_sagittarius;Queen <new_queen> comes to this new land amid a renaissance of optimism and invention.;Kraliçe <new_queen> bu yeni topraklara iyimserlik ve buluş rönesansının ortasında geliyor.;La Reine <new_queen> arrive dans ce pays en pleine renaissance qui a renoué avec l'optimisme et la créativité.;La Reina <new_queen> llega a esta tierra en medio de un resurgir del optimismo y la ciencia.;楽観主義や独創性が+もてはやされる時代に、+女王<new_queen>が+この新たな国へとやってきた。;<new_queen> 여왕은 낙관론과 발명의 르네상스기에 이 땅에 새로이 즉위했습니다.;<new_queen>王后+继位于乐观主义+与发明创造百花齐放的复兴时期;<new_queen>王后+繼位於樂觀主義+與發明創造百花齊放的復興時期;Optimismus und Erfindungsreichtum prägen die Zeit, zu der Königin <new_queen> in dieses neue Land kommt.;Королева <new_queen> прибывает в новую для себя страну в период возрождения оптимизма и изобретательства.;La Regina <new_queen> sale al trono di questo nuovo regno in un periodo che vede la rinascita dell'ottimismo e della creatività.;A rainha <new_queen> chega a este novo reino em meio a uma onda de otimismo e inovações.;
zodiac_capricorn;Queen <new_queen> takes the throne in the hopes of carrying on her family legacy of order.;Kraliçe <new_queen>, ailesinin düzen mirasını taşıma umutlarıyla tahta geçiyor.;La Reine <new_queen> accède au trône avec l'intention de perpétuer la sévère politique de maintien de l'ordre de sa famille.;La Reina <new_queen> toma el trono con la esperanza de perpetuar su legado familiar.;秩序ある一族の血に期待を込め、女王+<new_queen>が即位した。;<new_queen> 여왕은 가족의 명에 따라 전통을 잇기 위해 새로이 즉위했습니다.;<new_queen>王后继位+期望能将她的家族对秩序的传承发扬光大;<new_queen>王后繼位+期望能將她的家族對秩序的傳承發揚光大;Königin <new_queen> besteigt den Thron in der Hoffnung, das Vermächtnis ihrer Familie fortzuführen: Recht und Ordnung.;Королева <new_queen> восходит на трон в надежде продолжить приумножать наследие своей династии.;La Regina <new_queen> sale al trono con la speranza di far fede alla vocazione familiare per il mantenimento dell'ordine.;A rainha <new_queen> ascende ao trono na esperança de estar à altura do legado de ordem deixado por sua família.;
collection;In the same collection...;Aynı koleksiyonda...;Dans la même collection...;En la misma colección...;「REIGNS」シリーズで…;같은 수집품에서…;同一套收藏品中……;同一套收藏品中……;Aus der gleichen Reihe ...;В этой же коллекции…;Nella stessa collezione...;Na mesma coleção...;
crosspromo_reigns;Be the Queen!;Kraliçe Ol!;Incarnez la Reine !;¡Sé la Reina!;女王になろう！;여왕이 되십시오!;成为王后！;成為王后！;Werdet zur Königin!;Станьте королевой!;Diventa Regina!;Seja a Rainha!;
crosspromo_reigns2;Be the King!;Kral Ol!;Incarnez le Roi !;¡Sé el Rey!;王になろう！;왕이 되십시오!;成为国王！;成為國王！;Werdet zum König!;Станьте королем!;Diventa Re!;Seja o Rei!;
headphones;Headphones recommended;Kulaklık önerilir;Casque audio recommandé;Auriculares recomendados;ヘッドフォン推奨;헤드폰 사용 권장;建议佩戴耳机;建議佩戴耳機;Kopfhörer empfohlen;Рекомендуется играть в наушниках;Cuffie suggerite;Recomendamos o uso de fones de ouvido;
writingby;Writing;Yazan;Écriture;Escritura;ライター;스토리 제작;撰写;撰寫;Texte;Сценарий;Scritto da;Roteiro;
haptic;Vibrations;Titreşim;Vibrations;Vibraciones;振動;진동;震动;震動;Vibration;Вибрация;Vibrazione;Vibrações;
cloudsave;It seems a more advanced game is stored on iCloud, do you want to restore it?;Icloud'da daha kapsamlı bir oyun kayıtlı görünüyor, onu indirmek ister misin?;Il semble qu'une partie plus avancée soit disponible sur iCloud, voulez-vous la restaurer ?;Parece que un juego más completo está almacenado en iCloud, ¿quieres recuperarlo?;iCloud上に、より先まで進んでいるゲームが保存されているようです。レストアしますか？;iCloud에서 더 높은 진행도의 저장 파일이 발견되었습니다. 복원을 위해 불러오시겠습니까?;我们发现您在云端有更新进度的存档+您是否想要恢复该存档+以覆盖现有的游戏进度？;我們發現您在雲端有更新進度的存檔+您是否想要恢複該存檔+以覆蓋現有的遊戲進度？;Auf iCloud scheint ein späterer Spielstand gespeichert zu sein. Soll er wiederhergestellt werden?;В iCloud есть игра с большим прогрессом, хотите загрузить ее?;Sembra che sull'iCloud sia memorizzata una partita più avanzata, ripristinarla?;Há um jogo mais avançado armazenado no iCloud. Deseja restaurá-lo?;
action_inventory;INVENTORY;ENVANTER;INVENTAIRE;INVENTARIO;インベントリ;인벤토리;库存;庫存;INVENTAR;ИНВЕНТАРЬ;INVENTARIO;INVENTÁRIO;
frprincess_generic;The Frog Princess;Kurbağa Prenses;La Princesse Grenouille;La Princesa Rana;カエル姫;개구리 공주;青蛙公主;青蛙公主;Die Froschprinzessin;Принцесса-лягушка;La Principessa ranocchia;A Princesa Sapo;
frprincess;Princess <...>;Prenses <...>;Princesse <...>;Princesa;<...>姫;<...> 공주;<…>公主;<…>公主;Prinzessin <...>;Принцесса <...>;Principessa <...>;Princesa <...>;
;Paula;Paula;Paula;;ポーラ;파울라;葆拉;寶拉;Paula;Паула;Paula;Paula;
;Petra;Petra;Petra;;ペトラ;페트라;佩特拉;佩特拉;Petra;Петра;Petra;Petra;
;Pippa;Pippa;Pippa;Pipa;リッパ;핍파;佩帕;佩帕;Pippa;Пиппа;Pippa;Pippa;
;Pamela;Pamela;Pamela;;パメラ;파멜라;帕梅拉;潘蜜拉;Pamela;Памела;Pamela;Pâmela;
;Pardi;Pardi;Pardi;Pardilla;パーディ;파르디;帕荻;帕荻;Pardi;Парди;Pardi;Pardi;
frog_generic;The Frog;Kurbağa;La Grenouille;La Rana;カエル;개구리;青蛙;青蛙;Der Frosch;Лягушка;La Rana;O Sapo;
frog;<...>;<...>;<...>;<...>;<...>;<...>;<...>;<...>;<...>;<...>;<...>;<...>;
;Blubs;Vır;Glob;Blupinia;ブラブス;블럽스;咕咕;咕咕;Glitschi;Бульк;Verdina;Blubs;
;Ribits;Vırak;Flop;Ribitinia;リビッツ;리비츠;呱呱;呱呱;Quaks;Ква-ква;Cracra;Ribits;
;Squinch;Squinch;Koa;Babisia;スクインチ;스퀴니치;咕噜;咕嚕;Glubsch;Брекеке;Salterina;Squinch;
vampire_generic;The Vampire;Vampir;Le Vampire;El Vampiro;吸血鬼;뱀파이어;吸血鬼;吸血鬼;Der Vampir;Вампир;Il vampiro;O Vampiro de <places>;
vampire;Lord <...>;Lort <...>;Seigneur <...>;Señor <...>;<...>卿;<...> 공;<…>公爵;<…>公爵;Fürst <...>;Лорд <...>;Lord <...>;Lorde <...>;
;Lacina;Lacina;Lacina;Lascivia;ラシーナ;라시나;拉齐纳;拉齊納;Lacina;Ласина;Lacina;Lacina;
;DuPont;DuPont;DuPont;Del Pontón;デュポン;뒤퐁;杜邦;杜邦;DuPont;Дюпон;DuPont;DuPont;
;Alexandre;Alexandre;Alexandre;Alejandro;アレクサンドル;알렉산더;亚历山德烈;亞歷山大;Alexandre;Александр;Alexandro;Alexandre;
;Vermillion;Vermillion;Vermillion;Bermellón;ヴァーミリオン;버밀리언;维尔米利翁;維爾米利歐;Vermillion;Вермильон;Vermillion;Vermillion;
alchemist_generic;The Alchemist;Simyacı;L'Alchimiste;La Alquimista;錬金術師;연금술사;炼金术士;煉金術士;Die Alchemistin;Алхимик;L'Alchimista;A Alquimista;
alchemist;Mistress <...>;Bayan <...>;Savante <...>;Señora <...>;<...>師;<...> 여사;<…>夫人;<…>夫人;Meisterin <...>;Госпожа <...>;Signora <...>;Senhora <...>;
;Chrysopoeia;Chrysopoeia;Chrysopoeia;Crisopea;クリソペイア;크리소피아;克丽索皮娅;克麗索皮雅;Chrysopoeia;Хризопея;Chrysopoeia;Chrisopopeia;
;Parasmani;Parasmani;Parasmani;;パラスマーニ;파라스마니;帕拉斯玛尼;帕拉斯瑪尼;Parasmani;Парасмани;Parasmani;Parasmani;
;Melchiore;Melchiore;Melchiore;Melchora;メルチオール;멜키오르;梅尔柯丽尔;梅爾柯麗爾;Melchiore;Мельхиора;Melchiore;Melquiora;
;Antimonia;Antimonia;Antimonia;Flor Muerta;アンティモニア;안티모니아;安提莫尼亚;安提莫尼亞;Antimonia;Антимония;Antimonia;Antimônia;
;Rupescissa;Rupescissa;Rupescissa;;ルペシッサ;뤼페시사;鲁佩西斯卡;魯佩西斯卡;Rupescissa;Рупесцисса;Rupescissa;Rupescissa;
memento_prison;<last_queen>'s wistful death will forever be studied by historians.;<last_queen>'nin hasret dolu ölümü sonsuza dek tarihçilerin araştırma konusu olacak.;La triste mort de <last_queen> fera l'objet d'interminables débats chez les historiens.;La nostálgica muerte de <last_queen> será objeto de estudio para los historiadores durante siglos.;<last_queen>の物悲しい死は+未来永劫、歴史家たちに+研究されることになった。;<last_queen>의 안타까운 죽음은 영원히 역사학적 미제로 남을 것입니다.;<last_queen>的突然离世将永远成为历史学家热衷的研究话题;<last_queen>的突然離世將永遠成為歷史學家熱衷的研究話題;Der schwermütige Tod von <last_queen> wird ewig von Historikern analysiert.;<last_queen> скончалась в тоске, и историки не перестанут изучать обстоятельства этой смерти.;Gli storici studieranno per sempre la triste morte di <last_queen>.;O melancólico fim de <last_queen> será estudado para sempre pelos historiadores.;
memento_romance;<last_queen>'s death will forever be a cautionary tale to wayward girls.;<last_queen>'nin ölümü sonsuza dek dik başlı kızlar için eğitici bir öykü olacak.;L'histoire de la mort de <last_queen> servira de mise en garde pour les jeunes filles rebelles.;La muerte de <last_queen> servirá siempre como un cuento aleccionador para las jovencitas rebeldes.;<last_queen>の死は、+放蕩娘たちにとって+永遠の教訓譚となった。;<last_queen>의 죽음은 영원토록 말괄량이 여자아이들에게 경고로 남을 것입니다.;<last_queen>之死将永远被当成吓人故事警告不听话的小姑娘;<last_queen>之死將永遠被當成嚇人故事警告不聽話的小女孩;Der Tod von <last_queen> dient widerspenstigen Mädchen ewig als warnendes Beispiel.;<last_queen>: смерть ее навсегда останется предостережением для своенравных девиц.;La morte di <last_queen> servirà per sempre da monito per le ragazze più ribelli.;A morte de <last_queen> servirá para sempre como lição de moral para garotas rebeldes.;
memento_queenvamp;<last queen> died a demon, forever appearing illustrated manuscripts.;<last queen> bir iblis olarak öldü, sonsuza dek yazmalarda resimlenecek.;La mort de <last queen>, sous la forme d'une créature démoniaque, inspirera de nombreux illustrateurs de manuscrits.;<last_queen> murió convertida en un demonio, haciendo para siempre acto de presencia en los manuscritos ilustrados.;<last queen>は+死んで悪魔と化し、+その姿は文献の挿絵となって+後世へと受け継がれた。;<last queen>은 악마에게 죽었으며, 영원토록 기록에 남을 것입니다.;<last_queen>死时被人民视作恶魔，不断出现在各类配图手稿中;<last_queen>死時被人民視作惡魔，不斷出現在各類插畫手稿中;<last queen> starb als Dämonin, ewig so in bebilderten Handschriften dargestellt.;<last queen> умерла в обличье демона, и образ ее до скончания веков рисовали на страницах манускриптов.;<last queen> morì come un demone e apparirà per sempre nei manoscritti illustrati.;<last queen> morreu como um demônio, sendo retratada para sempre em manuscritos ilustrados.;
memento_latrine;<last queen>'s inglorious death will forever be a comedy punchline.;<last queen>'nin utanç verici ölümü sonsuza dek komedilerde kullanılacak.;La mort peu glorieuse de <last queen> inspirera des générations de conteurs d'histoires drôles.;La muerte sin gloria de <last_queen> será vista eternamente como el chiste final de una gloriosa comedia.;<last queen>の不名誉な死は、+喜劇のオチとなって+永遠に語り継がれた。;<last queen>의 수치스러운 죽음은 희극 구절로 영원토록 남을 것입니다.;<last_queen>死得憋屈，被人们当成笑柄编入喜剧，千古流传;<last_queen>死得不光彩，被人們當成笑柄編入喜劇，千古流傳;Der unrühmliche Tod von <last queen> ist ewig eine Pointe von Scherzen.;<last queen>: ее бесславная смерть навсегда останется предметом для шуток комедиантов.;La morte vergognosa di <last queen> sarà per sempre motivo di scherno.;A inglória morte de <last queen> se tornará motivo de piada para sempre.;
memento_vamp;<last_queen>'s bloody surrender will forever be the stuff of horror films.;<last_queen>'nin kanlı boyun eğişi sonsuza dek korku filmlerine konu olacak.;La mort sanglante de <last_queen> inspirera de nombreux films d'épouvante.;La sangrienta rendición de <last_queen> será eternamente material para nuevas películas de terror.;<last_queen>の+血みどろの降伏は、+ホラー映画の題材として+永遠に語り継がれた。;<last_queen>의 피비린내나는 죽음은 공포 영화의 소재로써 영원토록 남을 것입니다.;<last_queen>投降的场面十分血腥，后世恐怖电影经常致敬这一桥段;<last_queen>投降的場面十分血腥，後世恐怖電影經常致敬這一橋段;Die blutige Unterwerfung von <last_queen> wird ewig in Horrorfilmen dargestellt.;<last_queen>: смерть ее была такой кровавой, что о ней не перестанут снимать фильмы ужасов.;La resa sanguinosa di <last_queen> sarà sempre materiale per film horror.;A rendição sangrenta de <last_queen> será representada para sempre em filmes de terror.;
;Transformations Update! 200 new cards, 3 new characters and 5 new deaths.;Dönüşüm Güncellemesi! 200 yeni kart, 3 yeni karakter ve 5 yeni ölüm.;Mise à jour 'Transformations' ! 200 nouvelles cartes, 3 nouveaux personnages et 5 nouvelles morts.;¡Actualización 'Transformaciones'! 200 cartas nuevas, 3 personajes nuevos y 5 muertes nuevas.;「Transformations」アップデート！ 200枚の新カード、3人の新キャラクター、5つの新たな最期。;새단장 업데이트! 200장의 새로운 카드와 3명의 새 캐릭터, 5가지 죽음이 여러분을 기다립니다.;;;Update "Verwandlungen"! 200 neue Karten, 3 neue Charaktere und 5 neue Tode.;Обновление «Трансформации»! 200 новых карт, 3 новых персонажа и 5 новых смертей.;Aggiornamento trasformazioni! 200 nuove carte, 3 personaggi inediti e 5 morti mai viste!;Atualização: Transformações! 200 cartas novas, 3 personagens novos e 5 mortes novas.;
null;(don't translate that);;;;;;;;;;;;
