name;id;bearer;question;tu_question;fr_question;es_question;jp_question;ko_question;sc_question;tc_question;de_question;ru_question;it_question;bp_question;override_yes;tu_override_yes;fr_override_yes;es_override_yes;jp_override_yes;ko_override_yes;sc_override_yes;tc_override_yes;de_override_yes;ru_override_yes;it_override_yes;bp_override_yes;answer_yes;tu_answer_yes;fr_answer_yes;es_answer_yes;jp_answer_yes;ko_answer_yes;sc_answer_yes;tc_answer_yes;de_answer_yes;ru_answer_yes;it_answer_yes;bp_answer_yes;override_no;tu_override_no;fr_override_no;es_override_no;jp_override_no;ko_override_no;sc_override_no;tc_override_no;de_override_no;ru_override_no;it_override_no;bp_override_no;answer_no;tu_answer_no;fr_answer_no;es_answer_no;jp_answer_no;ko_answer_no;sc_answer_no;tc_answer_no;de_answer_no;ru_answer_no;it_answer_no;bp_answer_no;vide
_comtintro;138;comtesse;Of course! Just <comtesse> is fine. It is my privilege to teach you how to balance court life.;Tabii ki! Yalnızca <comtesse> yeterli. Size saray yaşamını dengelemeyi öğretmek benim için bir ayrıcalık.;Bien ! Appelez-moi donc <comtesse>. J'aurai l'honneur de vous enseigner les devoirs d'une reine.;¡Claro! <comtesse> a secas me vale. Tengo la suerte de ser tu guía en la vida en la corte.;それも当然です！では、+<comtesse>とお呼びください。+今から私めが、女王が備えるべき+バランス感覚をご教示しましょう。;장난입니다! 그냥 <comtesse>(으)로 충분하죠. 왕국에서 균형 있게 사는 법을 가르쳐드리게 되어 영광입니다.;当然！叫我<comtesse>也行+能教你如何维持宫廷生活的平衡是我的荣幸;當然！就叫<comtesse>就好+能教你如何維持宮廷生活的平衡是我的榮幸;Natürlich! <comtesse> genügt völlig. Ich darf Euch darin unterrichten, wie Ihr das Leben bei Hofe abwägt.;Ну конечно! <comtesse> — этого вполне достаточно. Мне выпала честь научить вас жить при дворе, поддерживая баланс.;Ma certo! Anche solo <comtesse> va bene. Sarà un onore potervi insegnare come sopravvivere alla vita di corte.;Claro! Pode me chamar apenas de <comtesse>. Será o meu privilégio ensinar você a manter uma vida equilibrada na corte.;Balance?;Denge mi?;Les devoirs ?;¿Guía?;バランス？;균형있게?;平衡？;平衡？;Abwägen?;Баланс?;Sopravvivere?;Equilibrada?;;;;;;;;;;;;;Yeah, yeah;Evet, evet;Oui, oui.;Ya, ya;はいはい;그래, 그래;好呀好呀！;好呀好呀！;Ja, ja;Да, да;Sì, va beh...;Está certo;;;;;;;;;;;;;
_show_data;139;comtesse;You shall be pious, yet flexible. Populist, yet royal. Mighty, yet peaceful. Wealthy, yet humble.;Dindar, ama esnek olmalısınız. Halkçı ama soylu. Güçlü ama barışçıl, zengin ama mütevazı.;Être pieuse, mais tolérante. Proche du peuple, tout en gardant votre rang. Forte, mais compatissante, riche mais humble.;Has de ser piadosa, pero flexible. Populista, pero monárquica. Poderosa, pero pacífica. Rica pero humilde.;女王たるもの敬けんかつ柔軟であり、+庶民的かつ威厳があり、+攻撃的かつ平和的であり、+裕福かつ謙虚でなければなりません。;예의범절이 부족하시지만 곧 고귀해질 것이고, 남을 업신여겨오셨지만 곧 대중에 무릎 꿇게 될 것이고, 약하셨지만 강해질 것이고, 가난하셨지만 부유하게 될 것입니다.;你要虔诚，但不可迂腐+亲民，同时保持高贵+强大，同时平静+富有，却又谦逊;你要虔誠，但不可迂腐+親民，同時保持高貴+強大，同時平靜+富有，卻又謙遜;Ihr sollt fromm sein, aber flexibel. Volksnah, aber königlich. Mächtig, aber friedliebend. Vermögend, aber bescheiden.;Вы должны быть добродетельной, но гибкой. Состоятельной, но скромной. Служить народу, но быть верной идеалам монархии.;Dovrete essere devota, ma flessibile. Populista, ma regale. Potente ma pacifica, benestante ma umile.;Você será devota, mas flexível. Populista, mas majestosa. Poderosa, mas pacífica. Abastada, mas humilde.;I shall!;Olacağım!;Je m'y efforcerai !;¡Así seré!;まかせて！;그리 되리라!;我会的！;我會的！;Das werde ich sein!;Я справлюсь!;Ce la farò!;Assim serei!;<i>She leaves you to face your first decisions as Queen.</i>;<i>Kraliçe olarak ilk kararlarınla yüzleşmen için seni bırakıyor.</i>;<i>Elle vous laisse à vos premières décisions de Reine.</i>;<i>Te deja sola frente a tus primeras decisiones como reina.</i>;<i>伯爵夫人は辞去し、女王として+最初の決断を下す時がやってきた。</i>;<i>여왕으로서 맞이해야할 첫 번째 결정을 남겨두고 그녀는 떠났습니다.</i>;<i>她转身离开，让你做出作为王后的+第一个决定</i>;<i>她轉身離開，讓你做出作為王后的+第一個決定</i>;<i>Sie überlässt Euch Euren ersten Entscheidungen als Königin.</i>;<i>Она покидает вас, чтобы вы могли принять свои первые королевские решения.</i>;<i>Vi lascia prendere le vostre prime decisioni da Regina.</i>;<i>Ela deixa você a sós para enfrentar as suas primeiras decisões como rainha.</i>;Whatever;Her neyse;Si vous le dites !;Pues vale;あっそ;그러시든가;随便吧;隨便吧;Mir doch egal;Мне все равно;Se lo dite voi...;Como quiser;<i>She leaves you to face your first decisions as Queen.</i>;<i>Kraliçe olarak ilk kararlarınla yüzleşmen için seni bırakıyor.</i>;<i>Elle vous laisse à vos premières décisions de Reine.</i>;<i>Te deja sola frente a tus primeras decisiones como reina.</i>;<i>伯爵夫人は辞去し、女王として+最初の決断を下す時がやってきた。</i>;<i>여왕으로서 맞이해야할 첫 번째 결정을 남겨두고 그녀는 떠났습니다.</i>;<i>她转身离开+让你做出作为王后的第一个决定</i>;<i>她轉身離開+讓你做出作為王后的第一個決定</i>;<i>Sie überlässt Euch Euren ersten Entscheidungen als Königin.</i>;<i>Она покидает вас, чтобы вы могли принять свои первые королевские решения.</i>;<i>Vi lascia prendere le vostre prime decisioni da Regina.</i>;<i>Ela deixa você a sós para enfrentar as suas primeiras decisões como rainha.</i>;
;1;king;Your strength has made us a kingdom to be feared! I must guard you from our enemies at all costs...;Gücün bizi korkulan bir krallık yaptı! Seni ne pahasına olursa olsun düşmanlarımızdan korumalıyım...;Grâce à votre force, notre Royaume est craint de tous ! Je dois vous protéger de nos ennemis à tout prix.;¡Tu fuerza nos ha convertido en un temido reino! Debo protegerte de los enemigos a toda costa...;おまえの強さが、わが国を誰からも+恐れられる強国へと変えたのだ！+どんな犠牲を払ってでも、+おまえを敵から守ってやらねば…;백성들이 당신을 두려워하고 있소! 모든 수단 방법으로 당신을 보호해주겠소…;你的实力震慑四方+我会不惜一切守护你…;你的實力震懾四方+我可得不惜一切守護你…;Dank Eurer Stärke muss man unser Königreich fürchten! Ich werde Euch um jeden Preis vor unseren Feinden beschützen ...;Ваша власть велика: соседи трепещут перед величием нашего королевства. Мой долг — любой ценой уберечь вас от врагов…;La vostra forza ci ha resi un regno temibile! Devo proteggervi dai nemici, a qualsiasi costo...;A sua força fez do nosso reino algo a ser temido! Tenho que proteger você dos nossos inimigos a todo o custo...;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;什么？;什麼？;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;啥？;什麼?;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;
_end_tower;2;end>tower;<i>You live some years locked in a tower room alone. By the time you die, you have forgotten how to speak.</i>;<i>Birkaç yıl, bir kule odasında kilitli yalnız yaşıyorsun. Öldüğünde, konuşmayı bile hatırlamıyorsun.</i>;<i>Vous passez plusieurs années à l'isolement dans une tour. Vous perdez peu à peu l'usage de la parole, avant de mourir.</i>;<i>Te pasas varios años a solas en una torre. Al morir ni siquiera recuerdas cómo hablar.</i>;<i>女王は何年も塔の独房に監禁され、+天命をまっとうする頃には+しゃべり方すら忘れていた。</i>;<i>탑에 감금된 채로 몇 년을 홀로 지냈습니다. 당신은 죽을 때 말하는 방법마저도 까먹은 채 죽게 되었습니다</i>;<i>你被锁在塔中多年，独守空房+当你死的时候，都快忘了怎么说话了</i>;<i>你被鎖在塔中多年，獨守空房+當你死的時候，都快忘了怎麼說話了</i>;<i>Ihr verbringt einige Jahre allein, in ein Turmzimmer gesperrt. Als Ihr sterbt, habt Ihr verlernt zu sprechen.</i>;<i>Вы много лет прожили в келье на вершине высокой башни — совсем одна. Ко дню своей смерти вы разучились говорить.</i>;<i>Vivrete da sola, rinchiusa nelle sale di una torre. Quando morirete, non sarete più nemmeno in grado di parlare.</i>;<i>Você vive alguns anos sozinha trancada num quarto. Quando a morte chega, você até já se esqueceu como falar.</i>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;734;general;Did you think the army would allow you to trample this great land? Your cruelty killed our king, and now it's your turn!;Ordunun bu harika toprakları ezmene izin vereceğini mi sandın? Zalimliğin kralımızı öldürdü, şimdi senin sıran!;L'armée ne saurait vous laisser martyriser le pays ! Votre cruauté a coûté la vie au Roi, vous devrez en répondre.;¿Crees que el ejército te va a dejar pisotear esta tierra? ¡Tu crueldad acabó con nuestro rey y ahora te toca a ti!;この偉大な土地をじゅうりんする悪女め！+軍がおまえを許すと思ったか？+王を虐殺した罪を償ってもらう！;이 좋은 땅에 당신이 발붙이도록 군대가 내버려 둘 줄 알았습니까? 당신의 잔인함이 왕을 죽였으니, 이제 당신 차례입니다!;你觉得我的军队会让你随意+践踏这片土地吗？+你如此残忍，害死了我们的国王+现在轮到你遭报应了！;你以為我的軍隊能讓你隨意+踐踏這片土地嗎？+你的殘忍害死了我們的國王+現在輪到你遭報應了！;Die Armee lässt Euch unser Land nicht zertrampeln! Eure Grausamkeit hat unseren König umgebracht. Jetzt seid Ihr dran!;Думаете, армия позволит вам вторгнуться в эту великую страну? Ваша жестокость сгубила нашего короля! Теперь ваш черед!;Pensavate che l'esercito vi avrebbe permesso di opprimere il paese? La vostra crudeltà ha ucciso il Re, ora tocca a voi!;Acha que o exército deixaria que você espezinhasse o nosso reino? A sua crueldade matou o nosso rei, e agora é sua vez!;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;什么？;什麼？;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;啥？;什麼?;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;
_end_servant;735;end>dishes;<i>The army seizes control of the palace and strips you of your crown. You live out your days washing dishes.</i>;<i>Ordu sarayın kontrolünü ele geçiriyor ve tacını elinden alıyor. Kalan ömrünü bulaşık yıkayarak geçiriyorsun.</i>;<i>L'armée s'empare du Palais et vous destitue. Vous finissez votre vie en lavant la vaisselle en cuisine.</i>;<i>El ejército se hace con el palacio y te arrancan la corona. Te pasas el resto de tus días fregando.</i>;<i>城は軍に制圧され、+女王は王位をはく奪された。+そして皿を洗って生涯を終えた。</i>;<i>군대가 왕성을 둘러싸고 당신의 왕관을 벗깁니다. 이제 남은 여생을 접시나 닦으며 살게 되었습니다.</i>;<i>军队占领了宫殿，一把扯下你的王冠+你的余生只有无尽的盘子洗洗刷刷</i>;<i>軍隊佔領了宮殿，一把扯下你的王冠+你的餘生只有無盡的盤子洗洗刷刷</i>;<i>Die Armee stürmt den Palast und nimmt Euch Eure Krone. Den Rest Eurer Tage verbringt Ihr als Tellerwäscherin.</i>;<i>Солдаты занимают дворец и срывают с вас корону. Остаток своих дней вы проведете, надраивая до блеска посуду.</i>;<i>L'esercito prende il palazzo e vi toglie la corona. Laverete i piatti per il resto dei vostri giorni.</i>;<i>O exército assume o controle do palácio e toma sua coroa. Você vive o resto dos seus dias lavando pratos.</i>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;anyone;The weakness of the royal family has doomed this land! We should never have taken a foreign queen...;Kraliyet ailesinin zayıflığı bu toprakları lanetledi! Yabancı bir kraliçeyi hiç kabul etmemeliydik...;La faiblesse de la famille royale a fragilisé le pays ! Nous n'aurions jamais dû accepter une reine étrangère...;¡La flaqueza de la familia real ha condenado esta tierra! Nunca debimos nombrar reina a una extranjera...;王室の弱さがこの国の未来を奪った！+異国の女王など迎えるのではなかった…;왕족의 나약함이 이 땅을 망쳤다! 다시는 외국인 여왕을 들이지 말아야한다…;皇室的软弱使得这片土地注定难逃厄运！+我们当初就不该接纳国外来的王后…;皇室的軟弱使得這片土地註定難逃厄運！+我們當初就不該接納國外來的王后…;Die Schwäche des Königshauses ist unser Untergang! Wir hätten nie eine fremde Königin wählen dürfen ...;Несостоятельность королевской семьи обрекла страну на погибель! Не следовало нам соглашаться на королеву-чужестранку…;La debolezza della famiglia reale ha maledetto queste terre! Non avremmo mai dovuto accettare una regina straniera...;A fraqueza da família real é a perdição deste reino! Nunca deveríamos ter aceitado uma rainha estrangeira...;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;什么？;什麼？;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;啥？;什麼?;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;
_end_aside;736;ravenna;My dear friend! My armies have come to fight for you. I have come, so that you may keep your rightful throne!;Sevgili dostum! Ordularım senin için savaşmaya geldi. Meşru tahtını koruyabilmen için geldim!;Très chère amie ! Mes armées viennent à votre rescousse. Je ferai tout pour que vous conserviez le trône.;¡Mi querida amiga! Mis tropas han venido a luchar por ti. ¡He venido para que mantengas tu justo trono!;愛する友よ！+わが軍が加勢に駆けつけたからには、+あなたの王位も守られましょう！;친구여! 나의 군대가 그대를 위해 싸우러 왔소. 내가 왔으니, 그대의 왕위를 지켜줄 것이오!;我亲爱的朋友！+我带着军队为你而战+捍卫属于你的王座！;我親愛的朋友！+我帶著軍隊為你而戰+捍衛屬於你的王座！;Liebste Freundin! Meine Armeen kämpfen nun für Euch. Ich bin hier, damit Ihr Euren rechtmäßigen Thron behalten könnt!;Дорогая подруга! Моя армия готова сразиться за тебя. Я пришла помочь тебе сохранить принадлежащий тебе по праву трон!;Mia cara amica! I miei eserciti sono qui per combattere al vostro fianco: riuscirete a rimanere sul trono!;Cara amiga! Meus exércitos chegaram para lutar por você. Estou aqui para que mantenha o trono que é seu por direito!;Thank you!;Teşekkür ederim;Merci !;Gracias;ありがとう;고맙군!;谢谢！;謝謝！;Vielen Dank!;Спасибо!;Grazie!;Obrigada!;;;;;;;;;;;;;I've got this;Kendim hallederim;Inutile !;Todo controlado;間に合ってる;이럴 줄 알았지;知道了;知道了;Ich schaffe das schon;Я справлюсь сама;Ho tutto sotto controllo;Eu cuido disso;;;;;;;;;;;;;
_end_aside;4;end>aside;<i>The city is sacked, and you marry an invading general in exchange for peace. He will never understand you.</i>;<i>Şehir talan ediliyor ve barış için istilacı bir generalle evleniyorsun. Seni asla anlamayacak.</i>;<i>La capitale est pillée et vous êtes forcée d'épouser un général de l'armée d'occupation. Il vous néglige ostensiblement.</i>;<i>La ciudad es saqueada y te casas con un general invasor a cambio de paz. Tu marido nunca te entenderá.</i>;<i>王都は略奪され、女王は和平と引き換えに+侵略軍の将軍と結婚した。+夫婦が分かり合える日は決して訪れなかった。</i>;<i>도시는 약탈당했고, 평화에 대한 조건으로 당신은 침략해온 장군과 결혼하게 되었습니다. 그 장군은 당신을 이해해주지 않을 것입니다.</i>;<i>城市被洗劫一空+你为了换取和平嫁给了来犯的将军+他永远也不懂你的心</i>;<i>城市被洗劫一空+你為了換取和平嫁給了來犯的將軍+他永遠也不懂你的心</i>;<i>Die Stadt wird geplündert. Für den Frieden heiratet Ihr einen General der Invasoren. Er wird Euch nie verstehen.</i>;<i>Город разграблен, и вы выходите замуж за генерала-захватчика в обмен на мир. Он никогда не научится вас понимать.</i>;<i>La città è stata saccheggiata. Sposate il generale invasore in cambio della pace. Ma lui non vi capirà mai.</i>;<i>A cidade é saqueada e você casa com um general invasor em troca da paz. Ele nunca compreenderá você.</i>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5;anyone;A wild crowd is outside bearing gifts for our beloved Queen! They're tearing the drawbridge down!;Çılgın bir kalabalık dışarıda, sevgili Kraliçemiz için hediyeler taşıyorlar. Açılır köprüyü indiriyorlar!;La foule se presse à nos portes, désireuse de vous témoigner sa gratitude. Elle pénètre en masse dans le Palais !;¡Una multitud salvaje ha traído regalos para nuestra Reina! ¡Están tirando abajo el puente levadizo!;愛する女王に贈り物をしたいと、+興奮した民が集まっております！+跳ね橋も落とされそうです！;군중이 밖에서 여왕을 위한 선물을 가져왔습니다! 이들이 도개교를 멋대로 내리고 있습니다!;门外有一群狂热的拥戴者要送王后礼物！+他们都快把吊桥挤塌了！;門外有一群狂熱的擁戴者要送王后禮物！+他們都快把吊橋擠塌了！;Eine wilde Menge ist draußen, mit Geschenken für unsere geliebte Königin! Sie reißen die Zugbrücke nieder!;У стен замка беснуется толпа: все несут подарки нашей дорогой королеве! Поток людей снес подъемный мост!;Qui fuori c'è una folla impazzita che porta regali alla nostra amata Regina! Stanno abbattendo il ponte levatoio!;Há uma multidão descontrolada lá fora com presentes para a nossa amada rainha! Estão derrubando a ponte levadiça!;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;什么？;什麼？;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;啥？;什麼?;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;
_end_crushed;826;doctor;No, no! They're not here for the Queen. They're students of my Center for Philosophy, here to attend one of my lectures! Relieved?;Hayır! Kraliçe için burada değiller. Felsefe Merkezi öğrencilerim, derslerimden biri için buradalar! Rahatladınız mı?;La reine n'a rien à craindre. Ce sont les élèves de ma Faculté de Philosophie, qui viennent pour leur leçon ! Soulagée ?;¡No, no! No están aquí por la Reina. Son mis estudiantes del Centro de Filosofía. ¿Más tranquilo?;いえいえ！彼らはわが哲学の殿堂の生徒たち。+女王に会うためではなく、+わが講義を聞きにきたのでしょう。+安心されましたか？;아니, 아닙니다! 여왕 폐하 때문에 온 것이 아닙니다. 이들은 제 학술원의 제자들입니다. 제 강의를 들으러 온 것입니다! 놀라셨죠?;不不不！他们可不是冲着王后来的+他们是我哲学院的学生，来上我的课的！+轻松点没？;不不不！他們可不是沖著王后來的+他們是我哲學院的學生，來上我的課的！+輕鬆點沒？;Es geht nicht um die Königin. Das sind Schüler meines Zentrums für Philosophie, die eine Vorlesung hören wollen! Erleichtert?;Нет, нет! Они здесь не ради королевы! Это просто студенты моей Философской школы пришли на мою лекцию. Вам стало легче?;No! Non sono qui per la Regina. Sono studenti del mio Centro filosofico, sono qui per una lezione! Siete sollevata?;Não, não! Eles são estudantes do meu Centro de Filosofia e vêm assistir a uma das minhas palestras! Está mais aliviada?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_end_crushed;6;end>crushed;<i>The crowd fights to kiss your ring. Your body is found crushed to death beneath an avalanche of trampled flowers.</i>;<i>Kalabalık yüzüğünü öpmek için savaşıyor. Vücudun bir ezilmiş çiçek yığınının altında ezilmiş şekilde bulunuyor.</i>;<i>La foule se précipite pour baiser votre chevalière. On retrouve votre cadavre piétiné sous une montagne de fleurs.</i>;<i>La multitud se pelea por besar tu anillo. Tu cuerpo aparece aplastado por una avalancha de flores pisoteadas.</i>;<i>群衆は先を争って女王の指輪に口づけした。+踏みつぶされた花の山の下から、+女王の圧死体が見つかった。</i>;<i>군중이 앞다퉈 당신의 반지에 입 맞추려 합니다. 당신은 짓밟혀 죽은 채로 발견되었습니다.</i>;<i>那群人争着亲吻你的戒指+你的尸体被压在厚厚的鲜花山下</i>;<i>那群人爭著親吻你的戒指+你的屍體被壓在厚厚的鮮花山下</i>;<i>Die Menge kämpft darum, Euren Ring zu küssen. Eure Leiche wird später unter einem Berg zertrampelter Blumen entdeckt.</i>;<i>Толпы людей дерутся за право поцеловать ваше кольцо. Вас нашли распластанной на земле: лавина цветов накрыла вас.</i>;<i>La folla fa a pugni per baciare il vostro anello. Venite ritrovata martoriata sotto un mucchio di fiori calpestati.</i>;<i>A multidão luta para beijar o seu anel. O seu corpo é encontrado esmagado debaixo de um monte de flores pisoteadas.</i>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;farmer;This land turns to ash in your fists. Today we, the people, rise up to seize your means of respiration!;Senin ellerinde bu ülke kül oluyor. Bugün biz, insanlar baskı yöntemlerini elinden almak için ayaklanıyoruz!;À cause de vous, la terre est devenue stérile. Nous, le peuple, nous soulevons pour destituer une Reine incompétente !;Esta tierra se vuelve polvo entre tus dedos. ¡Hoy el pueblo se rebela por sus medios de respiración!;あんたの拳に従ってたら、+この国は早晩滅びちまう。+今こそ蜂起せよ、庶民たち！+女王の息の根を止めるのだ！;이 땅은 당신의 손아래 잿더미가 되었다. 오늘, 우리 시민들이 일어나 네놈의 목숨을 앗아가리라!;在你的治理下，我们的国家已成为一片废墟+今天，我们人民，就要揭竿而起+扼住你的喉咙！;在你的治理下，我們的國家已成為一片廢墟+今天，我們人民，就要揭竿而起，+扼住你的喉嚨！;Unter Eurer Faust wird das Land zu Asche. Heute erhebt sich das Volk, um Euch die Luft zum Atmen zu nehmen!;Эта земля обращается в пепел в ваших руках. Сегодня мы, простой люд, восстали, чтобы отобрать у вас все, чем вы дышите!;Nelle vostre mani questo paese si è trasformato in cenere. Oggi il popolo insorge per tornare a respirare!;Esta terra vira cinzas nas suas mãos. Hoje nós, o povo, iremos nos rebelar e impedir que você continue respirando!;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;什么？;什麼？;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;啥？;什麼?;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;
play_clearperfume;737;farmer;<i>Sniff...</i> what were we doing? Revolting... yes, charming Queen, I'm sorry we are so revolting! We'll just leave now.;<i>Burun çekiyor...</i> ne yapıyorduk? İsyan... evet, güzel kraliçe, tiksinç olduğumuz için üzgünüm! Şimdi gidiyoruz.;<i>Snif snif...</i> Mais que faisons-nous ? Une révolution ? Oh, Reine adorée, pardonnez notre aveuglement. Nous nous retirons.;<i>Sniff...</i> ¿Qué estábamos haciendo? Nos pirábamos... ¡Sí, querida Reina, somos unos pirados! Mejor nos vamos.;<i>くんくん…</i>私らはなぜここに？+暴動？ああそうでした、愛しき女王よ。+暴動的になって申し訳ございません！+では失礼します。;<i>킁킁…</i> 우린 무엇을 하고 있었지? 혁명… 그래, 아름다운 여왕이여, 죄송합니다! 그냥 떠나겠습니다.;<i>呃…</i>我们在干嘛？+反抗…是的，迷人的殿下+对此我十分抱歉+我们现在就撤…;<i>呃…</i>我們在幹嘛？+反抗…是的，迷人的殿下。+對此我十分抱歉，我們現在就撤…;<i>Schnupper ...</i> was? Ja, bezaubernde Königin, wir sollten nicht so einen Aufstand machen! Wir gehen jetzt einfach.;<i>*Всхлип*</i> Что же мы творим… Мятеж… Да, прекрасная королева, я сожалею об этом восстании. Позвольте нам уйти.;<i>Sniff...</i> che facevamo? Ci rivoltavamo... Sì, Regina, mi dispiace, siamo davvero rivoltanti! Ce ne andiamo subito.;<i>Sniff...</i> o que estávamos fazendo? Que revoltante... sim, encantadora rainha, pedimos desculpa! Vamos sair agora.;That's okay;Sorun değil;Je vous pardonne.;No pasa nada;いいのよ;그러거라;没事了;沒事了;Schon in Ordnung;Все в порядке;Nessun problema;Tudo bem;;;;;;;;;;;;;See that you do;Evet gidin;Vous faites bien !;Ya lo veo;二度としないで;네가 한 짓을 보아라;看看你做的好事;看看你做的好事;Das will ich hoffen;Это мы еще посмотрим;Sì, andatevene;É melhor mesmo;;;;;;;;;;;;;
_end_guillo;9;end>guillotine;<i>You are dragged through the city streets, amid revelry and uprising. You try not to lose your head, but it happens anyway.</i>;<i>Cümbüş ve ayaklanma içerisinde sokaklarda sürükleniyorsun. Kafanı kaybetmemeye çalışıyorsun ama yine de oluyor.</i>;<i>Vous êtes traînée à travers les rues de la cité. Affolée, vous craignez de perdre la tête, et votre crainte se réalise.</i>;<i>Te arrastran por las calles de la ciudad. Intentas no perder la cabeza, pero es inevitable.</i>;<i>暴動の熱狂が渦巻く中、+女王は王都を引きずり回された。+最後まで威厳は守り抜いたが、+首だけは結局守れなかった。</i>;<i>당신은 시끄러운 폭도들에게 도심으로 끌려 나왔습니다. 머리를 보호하려 했지만, 결국 잃고 말았습니다.</i>;<i>你被狂欢起义的人拖着游街+你尽可能的想保住脑袋+最后还是死无全尸</i>;<i>你被狂歡起義的人拖著遊街+盡可能的想保住腦袋+但是最後還是死無全屍</i>;<i>Unter Gejohle schleift man Euch durch die Straßen. Euer Bemühen, nicht den Kopf zu verlieren, ist letztlich erfolglos.</i>;<i>Вас тащат по улицам города, всюду люди пьют и гуляют. Вы стараетесь не потерять головы, но это все же случается.</i>;<i>Venite trascinata per la città tra i disordini. Non volete perdere la testa, ma purtroppo succede.</i>;<i>Você é arrastada pelas ruas entre gritos de alegria e revolta. Você acaba perdendo a cabeça, literalmente.</i>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sainttest;404;archbishop;So good of you to help usher in a new golden age for the Church. Now, let's test you for sainthood!;Kilise için yeni bir altın çağına öncülük etmen çok güzel. Şimdi, hadi azizliğini test edelim!;C'est généreux à vous d'aider l'Église à retrouver sa splendeur passée. Il vous reste à passer l'Épreuve de sainteté !;¡Qué detalle el apoyar una nueva etapa dorada para la Iglesia! ¡Ahora veamos cuán santa eres!;陛下はあまりに誠実なお方。+教会が新たな黄金時代を迎えられるよう、+ぜひ力をお借りしたい。+聖者の試練を行いましょう！;교회가 새로운 황금기를 맞이하는데 좋은 때에 오셨군요. 이제 폐하를 시험하겠습니다!;你开启了教堂新一轮的的黄金时代+简直太棒了！+现在，让我们来检验一下你的圣人身份;你幫助開啟了教堂新一次的黃金時代，+簡直太棒了！+現在，讓我們來檢驗一下你的聖人身份;Gut, dass Ihr ein goldenes Zeitalter für die Kirche eingeleitet habt. Stellen wir nun Eure Heiligkeit auf die Probe!;Какое счастье, что с вашей легкой руки для Церкви настал золотой век! Проверим же вас на святость!;È gentile da parte vostra contribuire a una nuova età dell'oro per la Chiesa. Ora mettiamo alla prova la vostra santità!;Agradecemos por nos ajudar a iniciar uma nova era dourada para a Igreja. Agora, vamos testar a sua santidade!;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;什么？;什麼？;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;What...;Ne...;Mais...;¿¿Qué...??;えっ…;뭐라…;啥？;什麼?;Was ...;Что?..;Cosa...;O que...;;;;;;;;;;;;;
